ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
100674,F,N,N,0,470000,State servant,Secondary / secondary special,Civil marriage,With parents,-23631,-4646,1,1,1,1,Medicine staff,1
100675,F,Y,Y,0,63000,Commercial associate,Incomplete higher,Widow,Office apartment,-17402,-5490,1,0,1,0,IT staff,2
100676,F,Y,N,1,115500,State servant,Higher education,Separated,Rented apartment,-23950,-2595,1,1,0,0,,2
100677,M,N,N,4,478500,Student,Higher education,Civil marriage,With parents,-10055,-1528,1,0,1,0,Cleaning staff,5
100678,M,N,Y,0,430000,Commercial associate,Lower secondary,Civil marriage,With parents,-14855,-10690,1,0,1,0,IT staff,1
100679,F,Y,N,3,92000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-10635,-7522,1,0,0,0,Drivers,5
100680,M,Y,N,1,482000,Pensioner,Higher education,Separated,House / apartment,-23090,-13032,1,0,1,0,Security staff,2
100681,F,N,N,1,374000,State servant,Higher education,Married,Rented apartment,-7332,-14805,1,0,0,0,Accountants,3
100682,M,Y,N,3,112000,Commercial associate,Academic degree,Single / not married,Office apartment,-7754,-8486,1,0,0,1,Core staff,4
100683,F,Y,Y,0,92500,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-13528,-1506,1,1,1,1,,2
100684,F,Y,N,3,138500,Commercial associate,Incomplete higher,Separated,House / apartment,-17210,-2714,1,0,1,1,Security staff,5
100685,F,N,Y,4,360500,State servant,Lower secondary,Married,Office apartment,-18564,-6126,1,0,1,0,Laborers,6
100686,F,N,N,4,253500,Working,Secondary / secondary special,Married,Rented apartment,-21070,-12958,1,0,1,0,Core staff,5
100687,F,Y,N,2,112500,Working,Incomplete higher,Single / not married,Rented apartment,-14004,-7624,1,1,0,0,Medicine staff,4
100688,M,Y,Y,4,337000,Pensioner,Academic degree,Single / not married,Office apartment,-20819,-11176,1,1,1,1,Sales staff,5
100689,F,N,Y,0,190500,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-12607,-9853,1,1,1,0,Cooking staff,1
100690,M,Y,N,2,195500,Commercial associate,Lower secondary,Single / not married,Office apartment,-24285,-640,1,1,0,0,Security staff,3
100691,F,N,N,3,435500,Pensioner,Lower secondary,Single / not married,Office apartment,-17262,-8090,1,0,1,1,,5
100692,M,N,Y,3,64500,Commercial associate,Secondary / secondary special,Single / not married,With parents,-10445,-5289,1,1,0,0,Core staff,4
100693,M,Y,N,2,451500,Working,Secondary / secondary special,Single / not married,Rented apartment,-9458,-4320,1,1,1,1,,3
100694,F,Y,Y,1,213000,Commercial associate,Academic degree,Separated,Municipal apartment,-11009,-8548,1,0,1,1,Drivers,3
100695,M,Y,N,3,442000,Pensioner,Secondary / secondary special,Civil marriage,Office apartment,-14942,-10804,1,0,0,0,Security staff,4
100696,M,Y,N,1,469000,State servant,Higher education,Separated,House / apartment,-18155,-3418,1,1,1,1,Cleaning staff,2
100697,M,Y,Y,4,236000,State servant,Lower secondary,Widow,Office apartment,-13652,-12779,1,1,0,0,Drivers,6
100698,F,Y,Y,1,286000,Working,Secondary / secondary special,Married,House / apartment,-22101,-3064,1,1,0,1,Cleaning staff,3
100699,F,Y,Y,2,231000,State servant,Higher education,Married,Municipal apartment,-23455,-7059,1,1,0,1,Drivers,4
100700,M,N,N,0,149000,Pensioner,Higher education,Separated,With parents,-16041,-8676,1,1,1,0,Cleaning staff,1
100701,M,Y,Y,1,77000,Working,Academic degree,Civil marriage,With parents,-9157,-8718,1,0,1,0,Cooking staff,3
100702,F,Y,Y,3,425500,Pensioner,Lower secondary,Married,With parents,-13670,-5695,1,1,1,0,Core staff,4
100703,F,N,Y,4,137000,Pensioner,Secondary / secondary special,Married,With parents,-17884,-14743,1,1,0,0,Cleaning staff,6
100704,F,Y,Y,3,185000,Working,Higher education,Single / not married,Office apartment,-18539,-7763,1,0,1,0,Security staff,4
100705,M,N,Y,0,318500,Student,Higher education,Married,House / apartment,-10276,-4990,1,1,1,1,,2
100706,F,N,N,4,236500,State servant,Secondary / secondary special,Civil marriage,Rented apartment,-17935,-14604,1,1,0,1,Cleaning staff,5
100707,F,Y,Y,1,232500,State servant,Secondary / secondary special,Married,Office apartment,-21113,-5888,1,0,0,0,Medicine staff,2
100708,F,Y,N,2,397500,Pensioner,Incomplete higher,Separated,Office apartment,-20673,-4526,1,1,0,0,Cooking staff,4
100709,M,N,N,4,340000,Pensioner,Incomplete higher,Single / not married,House / apartment,-23348,-11231,1,0,1,0,IT staff,6
100710,M,N,N,4,197500,Working,Incomplete higher,Single / not married,Municipal apartment,-8341,-3560,1,1,0,0,Security staff,6
100711,F,N,Y,0,75500,Pensioner,Higher education,Civil marriage,Rented apartment,-23449,-10900,1,0,0,1,Managers,1
100712,M,N,Y,3,66000,State servant,Incomplete higher,Married,Municipal apartment,-20846,-6539,1,0,1,1,Cooking staff,5
100713,F,N,Y,1,399500,Commercial associate,Incomplete higher,Married,Municipal apartment,-13537,-4932,1,1,0,1,Cooking staff,3
100714,M,N,N,4,99000,Commercial associate,Academic degree,Separated,Rented apartment,-23509,-11225,1,1,1,1,Medicine staff,6
100715,F,N,Y,3,336000,Working,Lower secondary,Single / not married,With parents,-16908,-12888,1,0,1,0,Cooking staff,5
100716,F,Y,N,0,393000,Working,Lower secondary,Widow,Municipal apartment,-8780,-1387,1,0,1,0,Accountants,1
100717,F,N,Y,2,112000,Student,Academic degree,Single / not married,With parents,-23916,-2361,1,1,0,0,Cleaning staff,3
100718,F,Y,N,2,369000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12014,-9892,1,0,0,0,Sales staff,3
100719,M,N,N,3,78000,Working,Incomplete higher,Separated,Municipal apartment,-13030,-13439,1,0,1,1,Cleaning staff,4
100720,M,Y,Y,3,122500,Commercial associate,Higher education,Widow,Office apartment,-13565,-7801,1,1,1,1,Cleaning staff,4
100721,F,N,N,4,250000,State servant,Secondary / secondary special,Separated,Municipal apartment,-20920,-2427,1,0,1,1,Core staff,6
100722,F,Y,N,0,71500,Pensioner,Higher education,Separated,Municipal apartment,-16073,-149,1,0,1,0,Accountants,2
100723,M,Y,Y,4,230000,Student,Incomplete higher,Separated,With parents,-16120,-12860,1,1,1,0,Cleaning staff,6
100724,F,Y,N,3,116000,Pensioner,Academic degree,Widow,Rented apartment,-20230,-1107,1,0,0,0,Sales staff,4
100725,F,N,N,0,439000,Commercial associate,Higher education,Single / not married,With parents,-19585,-12383,1,1,0,0,Cooking staff,2
100726,M,Y,N,0,440500,Pensioner,Academic degree,Single / not married,With parents,-17523,-1763,1,1,1,0,Cleaning staff,1
100727,F,N,N,1,397500,Pensioner,Higher education,Married,With parents,-21223,-13333,1,0,0,0,Cleaning staff,2
100728,M,Y,Y,1,234000,State servant,Academic degree,Widow,House / apartment,-18164,-3036,1,1,0,0,Cooking staff,3
100729,F,N,Y,4,460000,Working,Lower secondary,Separated,Municipal apartment,-9322,-9324,1,0,0,1,Core staff,5
100730,M,Y,N,3,61500,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-18727,-1113,1,0,1,0,IT staff,4
100731,F,N,Y,4,329500,Working,Academic degree,Separated,Rented apartment,-7982,-528,1,1,1,1,Sales staff,6
100732,M,Y,N,0,437500,Working,Higher education,Separated,House / apartment,-8158,-5666,1,0,1,0,IT staff,2
100733,F,Y,Y,1,68000,State servant,Academic degree,Married,Rented apartment,-21139,-7824,1,1,0,0,Laborers,2
100734,F,Y,N,1,76500,State servant,Lower secondary,Married,Municipal apartment,-20986,-9003,1,0,0,1,Core staff,3
100735,M,N,N,2,79500,Commercial associate,Higher education,Single / not married,Office apartment,-7329,-3721,1,1,0,0,,3
100736,M,Y,Y,0,274500,Commercial associate,Incomplete higher,Single / not married,Rented apartment,-18457,-9869,1,0,1,0,Cooking staff,2
100737,M,Y,Y,3,178000,Student,Higher education,Separated,Rented apartment,-14218,-7266,1,1,1,1,Cleaning staff,4
100738,F,N,Y,4,77500,Pensioner,Lower secondary,Widow,Municipal apartment,-16167,-1285,1,0,0,0,Drivers,5
100739,F,Y,Y,0,170000,State servant,Lower secondary,Single / not married,House / apartment,-23348,-13702,1,0,1,1,Cooking staff,2
100740,M,Y,N,2,487500,Student,Lower secondary,Separated,House / apartment,-19536,-6302,1,1,0,0,Sales staff,4
100741,F,Y,N,1,66000,Student,Incomplete higher,Single / not married,Office apartment,-18017,-13568,1,1,0,0,Accountants,3
100742,M,Y,N,3,419000,Pensioner,Academic degree,Separated,Municipal apartment,-24003,-4261,1,0,1,1,,4
100743,M,N,N,1,93500,Commercial associate,Academic degree,Civil marriage,Rented apartment,-19930,-632,1,1,1,1,Cleaning staff,3
100744,M,Y,N,4,341000,Pensioner,Incomplete higher,Married,Municipal apartment,-22162,-282,1,1,0,1,Laborers,6
100745,M,N,Y,3,346500,Working,Incomplete higher,Widow,Office apartment,-17290,-1049,1,1,0,1,Drivers,5
100746,M,Y,Y,3,125000,Student,Secondary / secondary special,Married,House / apartment,-8261,-3018,1,1,1,0,IT staff,4
100747,F,N,Y,0,397000,Pensioner,Academic degree,Single / not married,Office apartment,-14690,-5729,1,0,0,1,Core staff,1
100748,M,N,N,1,474500,State servant,Secondary / secondary special,Separated,Rented apartment,-11688,-404,1,1,1,1,Medicine staff,3
100749,F,Y,Y,3,238500,Working,Incomplete higher,Married,Office apartment,-7836,-1740,1,0,1,1,Sales staff,5
100750,M,Y,N,4,440000,Working,Secondary / secondary special,Married,Office apartment,-23498,-9411,1,1,0,0,Cooking staff,6
100751,F,N,N,4,149500,Student,Incomplete higher,Married,Rented apartment,-14965,-13090,1,1,0,1,Accountants,5
100752,F,N,N,1,90500,Pensioner,Academic degree,Widow,House / apartment,-18871,-10704,1,1,0,1,Medicine staff,2
100753,M,Y,N,4,395000,Student,Higher education,Widow,Rented apartment,-16400,-5596,1,1,0,0,Medicine staff,6
100754,M,N,Y,4,142000,State servant,Secondary / secondary special,Married,House / apartment,-20717,-4315,1,1,0,0,Laborers,6
100755,M,Y,Y,0,313500,Student,Lower secondary,Separated,Rented apartment,-11176,-6591,1,0,1,0,Accountants,2
100756,M,Y,Y,4,428000,Pensioner,Lower secondary,Separated,Municipal apartment,-21276,-4739,1,1,0,0,,5
100757,M,N,N,1,244000,Pensioner,Lower secondary,Married,Office apartment,-16152,-12664,1,0,0,1,Security staff,3
100758,F,N,N,0,246500,Pensioner,Higher education,Married,House / apartment,-13903,-7053,1,1,1,0,Accountants,2
100759,M,N,N,1,299000,State servant,Higher education,Married,Rented apartment,-15500,-9931,1,0,0,1,Managers,2
100760,M,Y,Y,1,326000,Student,Higher education,Single / not married,Municipal apartment,-7844,-6054,1,0,1,1,,3
100761,M,N,N,4,106000,Working,Lower secondary,Separated,Municipal apartment,-15619,-1423,1,0,1,0,Accountants,5
100762,M,N,Y,1,309500,Pensioner,Incomplete higher,Separated,Office apartment,-9427,-11580,1,1,0,1,Core staff,3
100763,M,Y,Y,1,120000,Student,Lower secondary,Married,With parents,-15692,-7702,1,0,1,0,,3
100764,M,Y,Y,2,314000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-23078,-9137,1,0,0,0,Medicine staff,4
100765,F,Y,N,4,297500,Student,Higher education,Civil marriage,With parents,-16572,-10944,1,1,1,1,Cooking staff,6
100766,F,N,Y,4,162000,Working,Incomplete higher,Separated,Municipal apartment,-17662,-4053,1,1,0,0,Security staff,6
100767,F,N,Y,0,446000,State servant,Lower secondary,Widow,Municipal apartment,-14695,-474,1,1,1,0,Medicine staff,1
100768,F,N,N,4,260500,State servant,Lower secondary,Separated,Municipal apartment,-15542,-14948,1,0,1,1,,5
100769,M,N,N,2,259500,Commercial associate,Academic degree,Married,Office apartment,-13756,-12772,1,0,1,0,Cooking staff,3
100770,F,Y,N,0,230500,Student,Secondary / secondary special,Single / not married,Office apartment,-13896,-5932,1,0,0,1,,1
100771,M,N,N,2,261500,Commercial associate,Academic degree,Married,House / apartment,-8182,-13852,1,0,0,1,Security staff,3
100772,F,N,Y,1,167500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19381,-10736,1,1,0,1,Core staff,2
100773,F,Y,Y,0,430000,Student,Academic degree,Married,House / apartment,-19816,-3183,1,1,1,1,IT staff,1
100774,F,N,Y,2,101000,Pensioner,Academic degree,Separated,Municipal apartment,-16543,-7037,1,0,0,1,IT staff,4
100775,F,Y,N,3,58500,State servant,Lower secondary,Civil marriage,Office apartment,-10548,-7409,1,0,0,1,Sales staff,5
100776,F,Y,N,2,220000,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,-12546,-3402,1,1,0,0,Managers,4
100777,F,Y,Y,4,442500,State servant,Incomplete higher,Separated,Rented apartment,-18071,-13669,1,0,0,1,,6
100778,F,Y,N,0,329000,State servant,Incomplete higher,Married,Rented apartment,-22118,-11614,1,1,0,0,Medicine staff,1
100779,M,Y,Y,3,316000,Working,Higher education,Married,Municipal apartment,-10724,-639,1,1,1,0,Cleaning staff,5
100780,F,N,Y,1,201500,Working,Lower secondary,Civil marriage,Rented apartment,-24120,-5281,1,1,0,0,Drivers,2
100781,F,N,N,4,286500,Commercial associate,Incomplete higher,Married,With parents,-24182,-11715,1,1,0,1,Medicine staff,5
100782,F,Y,Y,1,209500,Commercial associate,Higher education,Single / not married,Office apartment,-22027,-5423,1,0,0,1,Cooking staff,2
100783,F,Y,N,0,371500,Working,Higher education,Civil marriage,Rented apartment,-20964,-9575,1,1,1,1,Drivers,1
100784,M,Y,Y,0,193000,Commercial associate,Incomplete higher,Widow,House / apartment,-11151,-13056,1,1,1,1,,2
100785,M,Y,Y,1,160500,Working,Academic degree,Married,With parents,-12400,-7790,1,0,1,0,Laborers,2
100786,F,N,N,4,217000,Pensioner,Academic degree,Single / not married,With parents,-19885,-6181,1,1,1,1,Drivers,6
100787,M,Y,Y,4,374000,Pensioner,Higher education,Separated,Office apartment,-21471,-8029,1,1,0,1,Cleaning staff,6
100788,M,N,N,1,444500,Pensioner,Lower secondary,Married,Office apartment,-13258,-6266,1,1,0,0,Sales staff,3
100789,M,Y,N,2,218000,Working,Incomplete higher,Civil marriage,Office apartment,-7425,-9941,1,1,0,1,Cleaning staff,4
100790,M,N,N,3,370000,Working,Academic degree,Single / not married,Municipal apartment,-21892,-8033,1,0,1,0,Laborers,5
100791,M,Y,Y,0,92000,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-9042,-5148,1,0,1,0,Cleaning staff,1
100792,F,Y,N,2,314000,Working,Lower secondary,Separated,House / apartment,-9128,-3161,1,0,1,0,Managers,4
100793,F,Y,N,0,138500,Working,Incomplete higher,Civil marriage,Office apartment,-18491,-1928,1,1,1,0,Cooking staff,2
100794,M,Y,Y,0,423500,Working,Higher education,Civil marriage,Office apartment,-7658,-12561,1,0,0,0,Cleaning staff,2
100795,M,Y,N,3,478500,Commercial associate,Higher education,Civil marriage,House / apartment,-19429,-11565,1,1,0,1,Managers,5
100796,M,Y,N,3,152000,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-15668,-1514,1,1,1,1,Accountants,5
100797,M,N,Y,1,325000,Student,Higher education,Separated,Rented apartment,-16459,-3398,1,1,1,0,IT staff,2
100798,M,N,N,2,66000,Working,Academic degree,Married,Municipal apartment,-11581,-7655,1,1,1,1,Cleaning staff,3
100799,M,N,Y,2,131000,State servant,Lower secondary,Civil marriage,Rented apartment,-10283,-3065,1,1,1,0,Security staff,3
100800,F,N,N,0,424000,State servant,Lower secondary,Married,Rented apartment,-19229,-9845,1,1,1,1,Drivers,1
100801,M,N,N,1,446000,Pensioner,Academic degree,Separated,Office apartment,-7935,-2687,1,0,1,0,Cooking staff,2
100802,F,Y,Y,1,208000,Commercial associate,Incomplete higher,Separated,Municipal apartment,-12417,-7546,1,0,0,0,Managers,3
100803,M,Y,Y,2,489000,Commercial associate,Lower secondary,Single / not married,With parents,-12050,-11218,1,1,0,1,Managers,4
100804,F,N,Y,0,291500,State servant,Lower secondary,Married,House / apartment,-19700,-2105,1,1,0,1,Accountants,2
100805,F,Y,N,3,300000,Student,Secondary / secondary special,Married,Office apartment,-12837,-12580,1,0,1,1,Accountants,4
100806,F,Y,Y,4,120500,State servant,Higher education,Single / not married,With parents,-16893,-7133,1,0,1,1,Cleaning staff,5
100807,M,N,N,3,248000,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-12882,-2679,1,1,0,1,Core staff,5
100808,F,Y,Y,0,213000,Commercial associate,Academic degree,Widow,Municipal apartment,-21899,-189,1,1,1,1,Laborers,2
100809,F,Y,N,3,307000,Pensioner,Lower secondary,Civil marriage,Office apartment,-18955,-1829,1,0,1,1,Cleaning staff,4
100810,M,N,N,1,151000,Student,Academic degree,Separated,Municipal apartment,-8590,-7614,1,1,0,0,Security staff,3
100811,M,N,N,2,267500,Pensioner,Incomplete higher,Single / not married,Office apartment,-15756,-2928,1,1,1,1,Laborers,4
100812,F,Y,Y,2,232500,Working,Academic degree,Separated,With parents,-12742,-1377,1,0,0,0,Cleaning staff,4
100813,F,N,N,3,402500,Student,Higher education,Widow,Office apartment,-22021,-665,1,0,1,1,Laborers,4
100814,M,N,Y,4,222500,Pensioner,Lower secondary,Separated,House / apartment,-13027,-12235,1,1,0,1,Core staff,5
100815,F,N,Y,4,405000,Working,Incomplete higher,Widow,Municipal apartment,-14051,-12463,1,1,1,0,Drivers,5
100816,F,Y,N,4,189500,Working,Lower secondary,Married,House / apartment,-20576,-10767,1,0,1,1,Security staff,6
100817,M,Y,Y,0,413000,Pensioner,Higher education,Single / not married,Office apartment,-16431,-11930,1,1,1,1,IT staff,2
100818,M,N,N,3,213500,Pensioner,Lower secondary,Married,Municipal apartment,-23350,-3451,1,0,1,1,Medicine staff,4
100819,M,N,N,4,92500,Commercial associate,Academic degree,Civil marriage,Rented apartment,-16562,-12302,1,1,1,1,Laborers,5
100820,M,N,N,4,262500,Working,Incomplete higher,Widow,Municipal apartment,-14691,-6148,1,0,1,0,Core staff,6
100821,M,Y,N,1,141000,Commercial associate,Lower secondary,Widow,Municipal apartment,-18535,-12308,1,0,1,1,Accountants,3
100822,F,N,Y,0,489500,State servant,Lower secondary,Separated,Rented apartment,-21727,-2571,1,0,1,1,Laborers,2
100823,M,Y,N,3,347000,State servant,Lower secondary,Separated,With parents,-7951,-10139,1,0,0,0,Cooking staff,5
100824,F,Y,Y,0,341000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-19757,-9044,1,0,0,1,Accountants,1
100825,F,Y,N,1,117500,Pensioner,Secondary / secondary special,Single / not married,With parents,-22111,-7523,1,0,1,0,Managers,3
100826,M,N,Y,4,175000,State servant,Secondary / secondary special,Single / not married,House / apartment,-20315,-14205,1,1,1,0,Medicine staff,6
100827,M,Y,N,4,296000,Working,Incomplete higher,Separated,House / apartment,-18907,-6544,1,1,1,0,Core staff,5
100828,M,Y,N,2,261000,Pensioner,Higher education,Married,Municipal apartment,-13884,-4333,1,0,1,0,Security staff,4
100829,F,N,N,1,402500,State servant,Incomplete higher,Separated,Rented apartment,-16020,-9739,1,0,0,0,IT staff,3
100830,M,N,N,0,415000,Pensioner,Incomplete higher,Married,Office apartment,-16985,-7787,1,1,1,0,,1
100831,F,N,N,1,376000,Commercial associate,Secondary / secondary special,Married,Office apartment,-16927,-2430,1,0,1,1,,3
100832,M,N,Y,3,350500,Student,Incomplete higher,Widow,Rented apartment,-19385,-14178,1,1,0,1,Managers,5
100833,M,Y,N,3,165000,Pensioner,Higher education,Married,With parents,-16119,-9971,1,0,0,1,Security staff,5
100834,M,Y,Y,4,236000,Working,Lower secondary,Single / not married,Rented apartment,-23627,-1100,1,1,0,0,Security staff,5
100835,F,Y,Y,1,166500,State servant,Higher education,Single / not married,Office apartment,-15708,-9043,1,1,0,0,,2
100836,F,Y,Y,1,166500,Commercial associate,Academic degree,Widow,Municipal apartment,-22213,-1610,1,0,1,0,Sales staff,3
100837,F,Y,N,0,151000,Working,Academic degree,Widow,With parents,-22965,-4914,1,0,1,0,,2
100838,F,Y,N,1,436000,State servant,Academic degree,Civil marriage,Municipal apartment,-12784,-5384,1,1,1,1,Drivers,2
100839,F,N,N,2,107000,Commercial associate,Lower secondary,Single / not married,Rented apartment,-23696,-7708,1,1,0,0,Core staff,4
100840,M,N,N,2,376500,Student,Higher education,Married,House / apartment,-14595,-3493,1,1,1,1,IT staff,4
100841,F,Y,Y,0,215500,Commercial associate,Higher education,Separated,With parents,-12175,-9996,1,0,1,1,Cleaning staff,2
100842,M,N,N,2,488000,Pensioner,Incomplete higher,Married,Rented apartment,-17935,-11906,1,1,1,1,Drivers,4
100843,F,N,Y,4,440000,State servant,Secondary / secondary special,Separated,Rented apartment,-11585,-7485,1,1,0,0,Sales staff,6
100844,F,Y,N,2,268500,State servant,Incomplete higher,Widow,Office apartment,-13535,-13065,1,0,1,1,Core staff,3
100845,M,N,N,1,419000,Student,Lower secondary,Single / not married,Municipal apartment,-22959,-4093,1,1,1,0,Core staff,2
100846,F,N,N,2,195500,Working,Lower secondary,Married,House / apartment,-17634,-12701,1,1,0,0,Cooking staff,4
100847,M,Y,N,4,175500,Pensioner,Academic degree,Widow,Rented apartment,-24400,-13390,1,1,0,0,Core staff,6
100848,F,Y,Y,2,214000,State servant,Higher education,Separated,Rented apartment,-17912,-3260,1,1,1,0,Managers,3
100849,F,N,N,3,458500,Working,Academic degree,Single / not married,Office apartment,-19238,-265,1,1,0,1,IT staff,5
100850,F,Y,Y,2,339000,Working,Academic degree,Single / not married,Office apartment,-12184,-13084,1,0,1,0,Core staff,4
100851,F,N,Y,2,383000,Pensioner,Secondary / secondary special,Married,Office apartment,-18134,-7439,1,1,0,1,Cooking staff,4
100852,F,Y,Y,0,165000,Pensioner,Lower secondary,Married,Rented apartment,-14303,-9574,1,1,1,0,Cooking staff,2
100853,M,Y,Y,4,155500,Pensioner,Higher education,Single / not married,House / apartment,-24479,-9861,1,0,0,1,Core staff,6
100854,M,Y,Y,2,205000,Commercial associate,Lower secondary,Civil marriage,With parents,-14118,-12654,1,1,0,0,Security staff,3
100855,M,N,Y,3,244500,Working,Lower secondary,Separated,Municipal apartment,-13508,-3369,1,1,0,0,Managers,4
100856,M,Y,N,1,429000,Student,Incomplete higher,Civil marriage,Municipal apartment,-13258,-3446,1,0,1,1,Drivers,2
100857,M,Y,N,3,461000,State servant,Lower secondary,Single / not married,Rented apartment,-18809,-5078,1,0,1,1,Sales staff,4
100858,F,Y,N,3,423500,Pensioner,Secondary / secondary special,Married,With parents,-12811,-9250,1,0,0,0,Managers,5
100859,M,Y,N,0,240000,Student,Lower secondary,Married,Municipal apartment,-12649,-2861,1,0,0,1,Core staff,1
100860,F,Y,N,0,256500,Pensioner,Incomplete higher,Widow,Rented apartment,-7933,-12833,1,0,1,0,Security staff,1
100861,F,Y,N,1,440000,Student,Academic degree,Married,With parents,-10280,-244,1,1,0,0,Medicine staff,2
100862,F,N,N,0,488000,Student,Lower secondary,Married,Office apartment,-7023,-5102,1,1,1,1,Managers,2
100863,F,Y,N,4,302000,Student,Higher education,Married,With parents,-23866,-2126,1,0,0,0,,5
100864,F,Y,Y,3,165500,Pensioner,Higher education,Civil marriage,Rented apartment,-22143,-10950,1,1,0,1,Medicine staff,5
100865,M,N,Y,1,456500,Commercial associate,Higher education,Single / not married,With parents,-8117,-13686,1,0,0,1,Accountants,2
100866,F,N,N,4,146000,Student,Lower secondary,Separated,With parents,-21850,-10179,1,1,1,0,,6
100867,F,N,Y,4,180500,Pensioner,Lower secondary,Widow,Municipal apartment,-10162,-10944,1,1,1,0,Accountants,6
100868,M,Y,Y,0,284000,Working,Secondary / secondary special,Widow,Rented apartment,-11138,-14308,1,1,1,1,Medicine staff,1
100869,M,N,Y,4,122500,Commercial associate,Secondary / secondary special,Married,Rented apartment,-24222,-9845,1,0,0,1,IT staff,5
100870,M,N,Y,4,101000,Commercial associate,Academic degree,Married,With parents,-24721,-9988,1,1,0,1,Laborers,6
100871,F,N,N,2,289500,Pensioner,Higher education,Civil marriage,House / apartment,-9453,-4117,1,1,0,0,Laborers,4
100872,M,N,Y,1,441000,Commercial associate,Lower secondary,Married,Municipal apartment,-19812,-9689,1,0,0,1,Core staff,2
100873,M,N,Y,2,421500,Student,Higher education,Married,Municipal apartment,-11666,-11013,1,1,1,0,Cleaning staff,3
100874,F,Y,N,4,168500,State servant,Incomplete higher,Single / not married,Office apartment,-21888,-2517,1,0,1,1,Laborers,6
100875,M,N,N,2,349500,Commercial associate,Lower secondary,Civil marriage,With parents,-24132,-1688,1,0,1,0,Cleaning staff,4
100876,F,Y,Y,3,492500,Pensioner,Incomplete higher,Civil marriage,Office apartment,-17775,-6875,1,1,1,0,Laborers,4
100877,M,N,Y,3,352500,State servant,Incomplete higher,Single / not married,Municipal apartment,-19314,-9938,1,1,0,0,Cooking staff,4
100878,M,Y,Y,4,234500,Student,Academic degree,Separated,Municipal apartment,-8306,-5690,1,1,1,0,Medicine staff,6
100879,M,Y,Y,0,372500,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-7929,-11944,1,1,1,1,Cleaning staff,2
100880,M,N,N,2,451000,Working,Incomplete higher,Separated,Rented apartment,-12262,-3430,1,1,1,1,Managers,4
100881,F,N,Y,0,212000,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-17253,-10187,1,1,0,1,Sales staff,2
100882,F,N,N,3,235000,Commercial associate,Higher education,Civil marriage,House / apartment,-10652,-3109,1,1,1,0,Medicine staff,4
100883,M,Y,N,1,486000,Pensioner,Higher education,Civil marriage,Office apartment,-18593,-6500,1,0,1,0,,3
100884,M,N,Y,4,276500,Working,Higher education,Widow,With parents,-15971,-431,1,1,0,0,Sales staff,5
100885,M,Y,Y,3,201500,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-21383,-6791,1,0,1,0,IT staff,5
100886,F,N,N,4,461000,Pensioner,Lower secondary,Civil marriage,Rented apartment,-14690,-5245,1,1,0,0,Accountants,5
100887,M,Y,N,4,324000,Pensioner,Secondary / secondary special,Widow,With parents,-18414,-11756,1,0,1,1,Cooking staff,5
100888,F,N,N,3,83000,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-8885,-14677,1,1,1,0,Core staff,5
100889,F,N,Y,0,415000,Student,Lower secondary,Separated,With parents,-19984,-3525,1,1,1,1,Accountants,1
100890,F,Y,N,4,491500,Working,Academic degree,Single / not married,Rented apartment,-10921,-12691,1,0,0,1,,5
100891,M,Y,Y,1,65000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-10085,-6611,1,1,1,1,,3
100892,F,Y,Y,1,209000,Pensioner,Higher education,Separated,Rented apartment,-23373,-1486,1,0,1,1,Sales staff,2
100893,M,N,N,2,434500,Working,Academic degree,Civil marriage,House / apartment,-8995,-9127,1,0,1,0,Managers,3
100894,M,Y,N,4,246500,Pensioner,Secondary / secondary special,Widow,Office apartment,-19282,-14079,1,0,0,0,Cleaning staff,6
100895,M,N,Y,1,496500,Commercial associate,Academic degree,Civil marriage,Office apartment,-12797,-14605,1,1,0,0,Security staff,2
100896,M,Y,N,4,199000,Working,Incomplete higher,Married,Office apartment,-23989,-2742,1,0,1,0,Cooking staff,5
100897,F,N,N,4,451000,State servant,Secondary / secondary special,Widow,House / apartment,-18086,-4034,1,1,0,0,Security staff,5
100898,M,N,Y,3,295500,Student,Secondary / secondary special,Widow,House / apartment,-17503,-14940,1,1,0,1,Accountants,4
